id;title;path
0017B335;6D：分式的化简求值;"/浙教新版/七年级下/第5章 分式/5.4 分式的加减/6D：分式的化简求值"
0020C060;"26.2 特殊二次函数的图像";"/沪教版/九年级上/第二十六章 二次函数/第2节 二次函数的图像/26.2 特殊二次函数的图像"
004832F4;T8：解直角三角形的应用;"/浙教新版/九年级下/第1章 解直角三角形/1.3 解直角三角形/T8：解直角三角形的应用"
0052D435;"6.3 等可能事件的概率";"/北师大版/七年级下/第6章 概率初步/6.3 等可能事件的概率"
00664F47;U2：简单组合体的三视图;"/浙教新版/九年级下/第3章 三视图与表面展开图/3.2 简单几何体的三视图/U2：简单组合体的三视图"
00B2EEAB;"9.5 平均数";"/北京课改新版/七年级下/第9章 数据的收集与表示/9.5 平均数"
00BFA1CF;17：倒数;"/浙教新版/七年级上/第2章 有理数的运算/2.4 有理数的除法/17：倒数"
00EFC450;"2.3 等腰三角形的性质定理";"/浙教新版/八年级上/第2章 特殊三角形/2.3 等腰三角形的性质定理"
00F2F228;"15.3 平行四边形的性质与判定";"/北京课改新版/八年级下/第15章 四边形/15.3 平行四边形的性质与判定"
00F8F742;"1.2-3 矩形的性质与判定(3)";"/北师大版/九年级上/第1章 特殊的平行四边形/1.2 矩形的性质与判定/1.2-3 矩形的性质与判定(3)"
01047938;28：实数的性质;"/浙教新版/七年级上/第3章 实数/3.2 实数/28：实数的性质"
015175B5;"22.1.3-2 二次函数y=a（x-h）²的图像和性质";"/人教新版/九年级上/第22章 二次函数/22.1 二次函数的图象和性质/22.1.3 二次函数y=a（x-h）²+k的图像和性质/22.1.3-2 二次函数y=a（x-h）²的图像和性质"
0156A62C;"探究活动 平面图形的设计";"/沪教版/七年级上/第十一章 图形的运动/探究活动 平面图形的设计"
0175DABF;"5.2 平面直角坐标系";"/苏科新版/八年级上/第5章 平面直角坐标系/5.2 平面直角坐标系"
018C5DFE;"6.1 线段、射线、直线";"/苏科新版/七年级上/第6章 平面图形的认识(一)/6.1 线段、射线、直线"
01A3D7AE;"第十四章 三角形";"/沪教版/七年级下/第十四章 三角形"
01B4360B;"14.2 函数的表示法";"/北京课改新版/八年级下/第14章 一次函数/14.2 函数的表示法"
01BD2963;"7.7-1 几种简单几何图形及其推理(1)";"/北京课改新版/七年级下/第7章 观察、猜想与证明/7.7 几种简单几何图形及其推理/7.7-1 几种简单几何图形及其推理(1)"
01F9B2A8;"第1章 有理数";"/北京课改新版/七年级上/第1章 有理数"
021216A3;"第6章 平行四边形";"/北师大版/八年级下/第6章 平行四边形"
0224048B;"第2节 百分比";"/沪教版/六年级上/第三章 比和比例/第2节 百分比"
02476F3B;"14.1.4-2 多项式与多项式相乘";"/人教新版/八年级上/第14章 整式的乘法与因式分解/14.1 整式的乘法/14.1.4 整式的乘法/14.1.4-2 多项式与多项式相乘"
02663ABA;"5.2 函数";"/浙教新版/八年级上/第5章 一次函数/5.2 函数"
02676864;八年级下;/沪教版/八年级下
026D32E8;"2.5-2 有理数的加法与减法";"/苏科新版/七年级上/第2章 有理数/2.5 有理数的加法与减法/2.5-2 有理数的加法与减法"
02755957;G9：根据实际问题列反比例函数关系式;"/浙教新版/八年级下/第6章 反比例函数/6.3 反比例函数的应用/G9：根据实际问题列反比例函数关系式"
028607C9;"6.2 条形统计图和折线统计图";"/浙教新版/七年级下/第6章 数据与统计图表/6.2 条形统计图和折线统计图"
02938FA7;E1：常量与变量;"/浙教新版/八年级上/第5章 一次函数/5.1 常量与变量/E1：常量与变量"
02B3754B;53：因式分解-提公因式法;"/浙教新版/七年级下/第4章 因式分解/4.2 提取公因式法/53：因式分解-提公因式法"
02F48A5E;"第4节 乘法公式";"/沪教版/七年级上/第九章 整式/第4节 乘法公式"
03178D18;"9.8 积的乘方";"/沪教版/七年级上/第九章 整式/第3节 整式的乘法/9.8 积的乘方"
03450CDB;"4.2-3 两点之间的距离";"/人教新版/七年级上/第4章 几何图形初步/4.2 直线、射线、线段/4.2-3 两点之间的距离"
03810EA7;"4.2 代数式";"/浙教新版/七年级上/第4章 代数式/4.2 代数式"
03926CFB;"3.6-1 直线与圆的位置关系(1)";"/北师大版/九年级下/第3章 圆/3.6 直线与圆的位置关系/3.6-1 直线与圆的位置关系(1)"
03C15895;"5.1.1 相交线";"/人教新版/七年级下/第5章 相交线与平行线/5.1 相交线/5.1.1 相交线"
03CBF665;"7.5 猜想";"/北京课改新版/七年级下/第7章 观察、猜想与证明/7.5 猜想"
04197FEF;"22.2 圆的切线";"/北京课改新版/九年级上/第22章 圆（下）/22.2 圆的切线"
043AB3DA;"7.6-1 用锐角三角函数解决问题";"/苏科新版/九年级下/第7章 锐角三角函数/7.6 用锐角三角函数解决问题/7.6-1 用锐角三角函数解决问题"
043DF96A;E7：动点问题的函数图象;"/浙教新版/八年级上/第5章 一次函数/5.2 函数/E7：动点问题的函数图象"
0459C689;"15.4-5 特殊的平行四边形的性质与判定(5)";"/北京课改新版/八年级下/第15章 四边形/15.4 特殊的平行四边形的性质与判定/15.4-5 特殊的平行四边形的性质与判定(5)"
047FF240;"8.3-1 同底数幂的除法";"/苏科新版/七年级下/第8章 幂的运算/8.3 同底数幂的除法/8.3-1 同底数幂的除法"
04CEEAC9;"1.5 公因数与最大公因数";"/沪教版/六年级上/第一章 数的整除/第2节 分解素因数/1.5 公因数与最大公因数"
04DE38AE;"18.2.1 矩形";"/人教新版/八年级下/第18章 平行四边形/18.2 特殊的平行四边形/18.2.1 矩形"
04E0E506;"10.5-2 可化为一元一次方程的分式方程及其应用(2)";"/北京课改新版/八年级上/第10章 分式/10.5 可化为一元一次方程的分式方程及其应用/10.5-2 可化为一元一次方程的分式方程及其应用(2)"
04E28AE0;S2：比例线段;"/浙教新版/九年级上/第4章 相似三角形/4.1 比例线段/S2：比例线段"
04F34ED6;"3.9 弧长及扇形的面积";"/北师大版/九年级下/第3章 圆/3.9 弧长及扇形的面积"
04F69C31;"第3章 图形的平移与旋转";"/北师大版/八年级下/第3章 图形的平移与旋转"
04FA1387;"4.3 等可能条件下的概率（二）";"/苏科新版/九年级上/第4章 等可能条件下的概率/4.3 等可能条件下的概率（二）"
0500CDFF;"3.11 用计算机绘图";"/北京课改新版/七年级上/第3章 简单的几何图形/3.11 用计算机绘图"
050AE8A5;1J：科学记数法—表示较小的数;"/浙教新版/七年级上/第2章 有理数的运算/2.5 有理数的乘方/1J：科学记数法—表示较小的数"
05183830;M4：圆心角、弧、弦的关系;"/浙教新版/九年级上/第3章 圆的基本性质/3.4 圆心角/M4：圆心角、弧、弦的关系"
0524D9FA;"1.4-3 用一元二次方程解决问题";"/苏科新版/九年级上/第1章 一元二次方程/1.4 用一元二次方程解决问题/1.4-3 用一元二次方程解决问题"
05310D99;"探究活动 生活中的函数";"/沪教版/八年级上/第十八章 正比例和反比例函数/探究活动 生活中的函数"
05406FF2;"11.1 反比例函数";"/苏科新版/八年级下/第11章 反比例函数/11.1 反比例函数"
05554B32;"5.3 应用二元一次方程组——鸡兔同笼";"/北师大版/八年级上/第5章 二元一次方程组/5.3 应用二元一次方程组——鸡兔同笼"
05925F77;"14.3 函数图象的画法";"/北京课改新版/八年级下/第14章 一次函数/14.3 函数图象的画法"
05ADE795;"22.7 平面向量";"/沪教版/八年级下/第二十二章 四边形/第4节 平面向量及其加减运算/22.7 平面向量"
05C21D61;"4.2 一次函数与正比例函数";"/北师大版/八年级上/第4章 一次函数/4.2 一次函数与正比例函数"
05E9A7CB;"6.10 三元一次方程组及其解法";"/沪教版/六年级下/第六章 一次方程（组）和一次不等式（组）/第4节 一次方程组/6.10 三元一次方程组及其解法"
05EAE310;"6.3-1 余角、补角、对顶角";"/苏科新版/七年级上/第6章 平面图形的认识(一)/6.3 余角、补角、对顶角/6.3-1 余角、补角、对顶角"
06201AB2;"19.2.2-1 一次函数的性质";"/人教新版/八年级下/第19章 一次函数/19.2 一次函数/19.2.2 一次函数/19.2.2-1 一次函数的性质"
062E2FED;"1.1-1 菱形的性质与判定(1)";"/北师大版/九年级上/第1章 特殊的平行四边形/1.1 菱形的性质与判定/1.1-1 菱形的性质与判定(1)"
066AF396;"23.2 旋转变换";"/北京课改新版/九年级下/第23章 图形的变换/23.2 旋转变换"
06762505;"6.3 一元一次方程及其解法";"/沪教版/六年级下/第六章 一次方程（组）和一次不等式（组）/第2节 一元一次方程/6.3 一元一次方程及其解法"
0685E860;"2.2 同类项与合并同类项";"/北京课改新版/七年级上/第2章 一元一次方程/2.2 同类项与合并同类项"
06AFACBB;"3.1 图形的平移";"/北师大版/八年级下/第3章 图形的平移与旋转/3.1 图形的平移"
06CA393D;G7：待定系数法求反比例函数解析式;"/浙教新版/八年级下/第6章 反比例函数/6.2 反比例函数的图象和性质/G7：待定系数法求反比例函数解析式"
06E0F09B;"第2节 长方体直观图的画法";"/沪教版/六年级下/第八章 长方体的再认识/第2节 长方体直观图的画法"
07A407CE;"12.1 二次根式";"/苏科新版/八年级下/第12章 二次根式/12.1 二次根式"
07A6BF3C;R9：利用旋转设计图案;"/浙教新版/九年级上/第3章 圆的基本性质/3.2 图形的旋转/R9：利用旋转设计图案"
07BA4224;"19.2 二次函数y=ax²+bx+c（a≠0）的图象";"/北京课改新版/九年级上/第19章 二次函数和反比例函数/19.2 二次函数y=ax²+bx+c（a≠0）的图象"
07DBF0C7;"18.2.3 正方形";"/人教新版/八年级下/第18章 平行四边形/18.2 特殊的平行四边形/18.2.3 正方形"
07DF0DDD;CB：解一元一次不等式组;"/浙教新版/八年级上/第3章 一元一次不等式/3.4 一元一次不等式组/CB：解一元一次不等式组"
07EBB8BC;苏科新版;/苏科新版
07F68E91;"7.2  统计图的选用";"/苏科新版/八年级下/第7章 数据的收集、整理、描述/7.2  统计图的选用"
08099043;"12.2-3 角边角与角角边";"/人教新版/八年级上/第12章 全等三角形/12.2 三角形全等的判定/12.2-3 角边角与角角边"
083F5DD8;93：解二元一次方程;"/浙教新版/七年级下/第2章 二元一次方程组/2.1 二元一次方程/93：解二元一次方程"
08421C32;"11.3-2 用反比例函数解决问题";"/苏科新版/八年级下/第11章 反比例函数/11.3 用反比例函数解决问题/11.3-2 用反比例函数解决问题"
0846B32A;U3：由三视图判断几何体;"/浙教新版/九年级下/第3章 三视图与表面展开图/3.3 由三视图描述几何体/U3：由三视图判断几何体"
0857236F;"5.2 求解二元一次方程组";"/北师大版/八年级上/第5章 二元一次方程组/5.2 求解二元一次方程组"
085DC356;2B：估算无理数的大小;"/浙教新版/七年级上/第3章 实数/3.2 实数/2B：估算无理数的大小"
087EA149;"1.1-1 相反意义的量";"/人教新版/七年级上/第1章 有理数/1.1 正数和负数/1.1-1 相反意义的量"
08953500;15：绝对值;"/浙教新版/七年级上/第1章 有理数/1.3 绝对值/15：绝对值"
08B4D170;94：由实际问题抽象出二元一次方程;"/浙教新版/七年级下/第2章 二元一次方程组/2.4 二元一次方程组的应用/94：由实际问题抽象出二元一次方程"
08CAEE40;"9.19 多项式除以单项式";"/沪教版/七年级上/第九章 整式/第6节 整式的除法/9.19 多项式除以单项式"
08D08A04;"6.5 不等式及其性质";"/沪教版/六年级下/第六章 一次方程（组）和一次不等式（组）/第3节 一元一次不等式（组）/6.5 不等式及其性质"
08D39808;"第5章 分式";"/浙教新版/七年级下/第5章 分式"
08DC82BD;七年级上;/浙教新版/七年级上
08E13431;"4.3 坐标平面内图形的轴对称和平移";"/浙教新版/八年级上/第4章 图形与坐标/4.3 坐标平面内图形的轴对称和平移"
08F820AB;91：二元一次方程的定义;"/浙教新版/七年级下/第2章 二元一次方程组/2.1 二元一次方程/91：二元一次方程的定义"
09091901;"6.4 探索三角形相似的条件";"/苏科新版/九年级下/第6章 图形的相似/6.4 探索三角形相似的条件"
09228913;"9.5-2 平均数(2)";"/北京课改新版/七年级下/第9章 数据的收集与表示/9.5 平均数/9.5-2 平均数(2)"
094154CE;"18.2.1-1 矩形的性质";"/人教新版/八年级下/第18章 平行四边形/18.2 特殊的平行四边形/18.2.1 矩形/18.2.1-1 矩形的性质"
099A1E5B;"8.2 货比三家";"/苏科新版/九年级下/第8章 统计和概率的简单应用/8.2 货比三家"
09A4B581;"4.1-1 三角形和三角形的内角和";"/北师大版/七年级下/第4章 三角形/4.1 认识三角形/4.1-1 三角形和三角形的内角和"
09AF9A0D;"11.3 用反比例函数解决问题";"/苏科新版/八年级下/第11章 反比例函数/11.3 用反比例函数解决问题"
09C938B1;"6.1 平方根";"/人教新版/七年级下/第6章 实数/6.1 平方根"
09CBC9E4;"3.1-1 平均数";"/苏科新版/九年级上/第3章 数据的集中趋势和离散程度/3.1 平均数/3.1-1 平均数"
09E1AFEF;"2.5-3 等腰三角形的轴对称性";"/苏科新版/八年级上/第2章 轴对称图形/2.5 等腰三角形的轴对称性/2.5-3 等腰三角形的轴对称性"
09F1FB72;"3.4-2 合并同类项";"/苏科新版/七年级上/第3章 代数式/3.4 合并同类项/3.4-2 合并同类项"
0A26F7F0;"7.2-1 正弦、余弦";"/苏科新版/九年级下/第7章 锐角三角函数/7.2 正弦、余弦/7.2-1 正弦、余弦"
0A2D40E7;"28.2 解直角三角形及其应用";"/人教新版/九年级下/第28章 锐角三角函数/28.2 解直角三角形及其应用"
0A3E48AB;"5.3.2 命题、定理、证明";"/人教新版/七年级下/第5章 相交线与平行线/5.3 平行线的性质/5.3.2 命题、定理、证明"
0A4C0D9E;"3.3-1 去括号";"/人教新版/七年级上/第3章 一元一次方程/3.3 解一元一次方程（二）——去括号与去分母/3.3-1 去括号"
0A7028C0;"6.2-3 幂的运算(3)";"/北京课改新版/七年级下/第6章 整式的运算/6.2 幂的运算/6.2-3 幂的运算(3)"
0A741C82;"2.4-2 绝对值与相反数";"/苏科新版/七年级上/第2章 有理数/2.4 绝对值与相反数/2.4-2 绝对值与相反数"
0A961CBA;"4.3.2 角的比较与运算";"/人教新版/七年级上/第4章 几何图形初步/4.3 角/4.3.2 角的比较与运算"
0A9637B8;O3：反证法;"/浙教新版/八年级上/第2章 特殊三角形/2.5 逆命题和逆定理/O3：反证法"
0AB02191;"18.7 应用举例";"/北京课改新版/九年级上/第18章 相似形/18.7 应用举例"
0AB13C51;"20.2 一次函数的图像";"/沪教版/八年级下/第二十章 一次函数/第2节 一次函数的图像与性质/20.2 一次函数的图像"
0ABE1B81;M7：相交弦定理;"/浙教新版/九年级上/第3章 圆的基本性质/3.5 圆周角/M7：相交弦定理"
0ACB8C93;九年级上;/苏科新版/九年级上
0ADFD269;AB：根与系数的关系;"/浙教新版/八年级下/第2章 一元二次方程/2.4 一元二次方程根与系数的关系/AB：根与系数的关系"
0AEEB565;"15.1-2 多边形(2)";"/北京课改新版/八年级下/第15章 四边形/15.1 多边形/15.1-2 多边形(2)"
0B1AB8E1;"第2章 特殊三角形";"/浙教新版/八年级上/第2章 特殊三角形"
0B8D3D35;IN：线段的和差;"/浙教新版/七年级上/第6章 图形的初步知识/6.4 线段的和差/IN：线段的和差"
0B91B5D3;"1.4.2-1 有理数的除法";"/人教新版/七年级上/第1章 有理数/1.4 有理数的乘除法/1.4.2 有理数的除法/1.4.2-1 有理数的除法"
0B9D503E;"1.4.1 有理数的乘法";"/人教新版/七年级上/第1章 有理数/1.4 有理数的乘除法/1.4.1 有理数的乘法"
0BB35DD7;"4.3-2 一次函数的图象性质";"/北师大版/八年级上/第4章 一次函数/4.3 一次函数的图象/4.3-2 一次函数的图象性质"
0BC1B441;"1.5.1-2 有理数的混合运算";"/人教新版/七年级上/第1章 有理数/1.5 有理数的乘方/1.5.1 乘方/1.5.1-2 有理数的混合运算"
0BC7C727;"21.4 圆周角";"/北京课改新版/九年级上/第21章 圆（上）/21.4 圆周角"
0BCA9DE8;"4.2 图形的全等";"/北师大版/七年级下/第4章 三角形/4.2 图形的全等"
0BF40DEC;"7.3 频数和频率";"/苏科新版/八年级下/第7章 数据的收集、整理、描述/7.3 频数和频率"
0C00E912;LC：矩形的判定;"/浙教新版/八年级下/第5章 特殊平行四边形/5.1 矩形/LC：矩形的判定"
0C1CA62B;"22.2-4 圆的切线(4)";"/北京课改新版/九年级上/第22章 圆（下）/22.2 圆的切线/22.2-4 圆的切线(4)"
0C7864E7;"6.4-5 探索三角形相似的条件";"/苏科新版/九年级下/第6章 图形的相似/6.4 探索三角形相似的条件/6.4-5 探索三角形相似的条件"
0C8295A4;"2.4 有理数的除法";"/浙教新版/七年级上/第2章 有理数的运算/2.4 有理数的除法"
0C85A851;X2：可能性的大小;"/浙教新版/九年级上/第2章 简单事件的概率/2.1 事件的可能性/X2：可能性的大小"
0CCD138E;"5.6 二元一次方程组的应用";"/北京课改新版/七年级下/第5章 二元一次方程组/5.6 二元一次方程组的应用"
0CF72FFC;"1.5-2 平方差公式(2)";"/北师大版/七年级下/第1章 整式的乘除/1.5 平方差公式/1.5-2 平方差公式(2)"
0D757D04;"14.1 三角形的有关概念";"/沪教版/七年级下/第十四章 三角形/第1节 三角形的有关概念与性质/14.1 三角形的有关概念"
0DA77D33;"4.2 立方根";"/苏科新版/八年级上/第4章 实数/4.2 立方根"
0DB865CF;"12.5-1 全等三角形的判定(1)";"/北京课改新版/八年级上/第12章 三角形/12.5 全等三角形的判定/12.5-1 全等三角形的判定(1)"
0DE698AE;"第5章 分式和分式方程";"/北师大版/八年级下/第5章 分式和分式方程"
0DFA3F4D;"4.4 探索三角形相似的条件";"/北师大版/九年级上/第4章 图形的相似/4.4 探索三角形相似的条件"
0DFB0CDD;"8.6 收取多少保险费才合理";"/苏科新版/九年级下/第8章 统计和概率的简单应用/8.6 收取多少保险费才合理"
0E07B9FB;"第4章 图形的相似";"/北师大版/九年级上/第4章 图形的相似"
0E18414F;MF：弦切角定理;"/浙教新版/九年级下/第2章 直线与圆的位置关系/2.1 直线与圆的位置关系/MF：弦切角定理"
0E438ABB;"第3章 圆";"/北师大版/九年级下/第3章 圆"
0E670F07;IE：比较线段的长短;"/浙教新版/七年级上/第6章 图形的初步知识/6.3 线段的长短比较/IE：比较线段的长短"
0E827FCC;MI：三角形的内切圆与内心;"/浙教新版/九年级下/第2章 直线与圆的位置关系/2.3 三角形的内切圆/MI：三角形的内切圆与内心"
0E90D874;"6.1 整式的加减法";"/北京课改新版/七年级下/第6章 整式的运算/6.1 整式的加减法"
0EB0AAB0;"12.3-1 互逆命题";"/苏科新版/七年级下/第12章 证明/12.3 互逆命题/12.3-1 互逆命题"
0ED14E57;"4.3-2 用“角边角”或“角角边”判定三角形的全等";"/北师大版/七年级下/第4章 三角形/4.3 探索三角形全等的条件/4.3-2 用“角边角”或“角角边”判定三角形的全等"
0EF24EC8;"5.1 认识分式";"/北师大版/八年级下/第5章 分式和分式方程/5.1 认识分式"
0F0A042B;"7.5-1 三角形内角和";"/北师大版/八年级上/第7章 平行线的证明/7.5 三角形内角和定理/7.5-1 三角形内角和"
0F0B7DC3;"3.4 简单几何体的表面展开图";"/浙教新版/九年级下/第3章 三视图与表面展开图/3.4 简单几何体的表面展开图"
0F212483;"2.4 分数的加减法";"/沪教版/六年级上/第二章 分数/第2节 分数的运算/2.4 分数的加减法"
0F523BFB;"第8章 幂的运算";"/苏科新版/七年级下/第8章 幂的运算"
0F708863;"探究活动二 分割等腰三角形";"/沪教版/七年级下/第十四章 三角形/探究活动二 分割等腰三角形"
0F91C7C3;LB：矩形的性质;"/浙教新版/八年级下/第5章 特殊平行四边形/5.1 矩形/LB：矩形的性质"
0F9B4737;"5.2-4 二次函数的图像和性质";"/苏科新版/九年级下/第5章 二次函数/5.2 二次函数的图像和性质/5.2-4 二次函数的图像和性质"
0FAF9A8C;七年级上;/人教新版/七年级上
0FB659E6;"2.1-2 单项式";"/人教新版/七年级上/第2章 整式的加减/2.1 整式/2.1-2 单项式"
0FF3C4E8;"2.4-1 线段、角的轴对称性";"/苏科新版/八年级上/第2章 轴对称图形/2.4 线段、角的轴对称性/2.4-1 线段、角的轴对称性"
100D27C5;"2.4-1 有理数的加法(1)";"/北师大版/七年级上/第2章 有理数及其运算/2.4 有理数的加法/2.4-1 有理数的加法(1)"
1013D24A;"第2节 角";"/沪教版/六年级下/第七章 线段与角的画法/第2节 角"
106D99B6;"2.7 有理数的乘法";"/北师大版/七年级上/第2章 有理数及其运算/2.7 有理数的乘法"
10E75918;W3：计算器-平均数;"/浙教新版/八年级下/第3章 数据分析初步/3.1 平均数/W3：计算器-平均数"
10EDC450;"12.3 立方根和开立方";"/沪教版/七年级下/第十二章 实数/第2节 数的开方/12.3 立方根和开立方"
10F5FF7F;F7：一次函数图象与系数的关系;"/浙教新版/八年级上/第5章 一次函数/5.4 一次函数的图象/F7：一次函数图象与系数的关系"
11200EDC;"11.3 旋转对称图形与中心对称图形";"/沪教版/七年级上/第十一章 图形的运动/第2节 图形的旋转/11.3 旋转对称图形与中心对称图形"
1199FBA7;"24.5 相似三角形的性质";"/沪教版/九年级上/第二十四章 相似三角形/第3节 相似三角形/24.5 相似三角形的性质"
11B32AAE;"第3章 简单的几何图形";"/北京课改新版/七年级上/第3章 简单的几何图形"
11B6C00F;"2.7 近似数";"/浙教新版/七年级上/第2章 有理数的运算/2.7 近似数"
11C76D52;"6.2-2 一次函数";"/苏科新版/八年级上/第6章 一次函数/6.2 一次函数/6.2-2 一次函数"
11E31DAD;"24.1 中心投影与平行投影";"/北京课改新版/九年级下/第24章 投影、视图与展开图/24.1 中心投影与平行投影"
1212385F;"2.5-4 直线与圆的位置关系";"/苏科新版/九年级上/第2章 对称图形——圆/2.5 直线与圆的位置关系/2.5-4 直线与圆的位置关系"
122073CE;MC：切线的性质;"/浙教新版/九年级下/第2章 直线与圆的位置关系/2.1 直线与圆的位置关系/MC：切线的性质"
1230DF30;"6.4 线段的和差";"/浙教新版/七年级上/第6章 图形的初步知识/6.4 线段的和差"
12463196;IA：直线、射线、线段;"/浙教新版/七年级上/第6章 图形的初步知识/6.2 线段、射线和直线/IA：直线、射线、线段"
1249F12A;"4.1 探索确定位置的方法";"/浙教新版/八年级上/第4章 图形与坐标/4.1 探索确定位置的方法"
129FC4E6;"3.1 圆";"/浙教新版/九年级上/第3章 圆的基本性质/3.1 圆"
12A136EA;KA：全等三角形的性质;"/浙教新版/八年级上/第1章 三角形的初步知识/1.4 全等三角形/KA：全等三角形的性质"
130FC0C2;"1.2-2 直角三角形(2)";"/北师大版/八年级下/第1章 三角形的证明/1.2 直角三角形/1.2-2 直角三角形(2)"
132CA3F1;"2.6-5 列方程解应用问题(5)";"/北京课改新版/七年级上/第2章 一元一次方程/2.6 列方程解应用问题/2.6-5 列方程解应用问题(5)"
1363546C;"22.1.4-3 用待定系数法求二次函数的解析式";"/人教新版/九年级上/第22章 二次函数/22.1 二次函数的图象和性质/22.1.4 二次函数y=ax²+bx+c的图像和性质/22.1.4-3 用待定系数法求二次函数的解析式"
1367EF38;81：方程的定义;"/浙教新版/七年级上/第5章 一元一次方程/5.1 一元一次方程/81：方程的定义"
1374C513;"1.2-2 积的乘方";"/北师大版/七年级下/第1章 整式的乘除/1.2 幂的乘方与积的乘方/1.2-2 积的乘方"
137F447D;"7.7 几种简单几何图形及其推理";"/北京课改新版/七年级下/第7章 观察、猜想与证明/7.7 几种简单几何图形及其推理"
1389966E;"1.2 定义与命题";"/浙教新版/八年级上/第1章 三角形的初步知识/1.2 定义与命题"
139C8554;"第7章 平面图形的认识(二)";"/苏科新版/七年级下/第7章 平面图形的认识(二)"
14097D37;"19.2-1 二次函数y=ax²+bx+c（a≠0）的图象(1)";"/北京课改新版/九年级上/第19章 二次函数和反比例函数/19.2 二次函数y=ax²+bx+c（a≠0）的图象/19.2-1 二次函数y=ax²+bx+c（a≠0）的图象(1)"
1411BA79;S3：黄金分割;"/浙教新版/九年级上/第4章 相似三角形/4.1 比例线段/S3：黄金分割"
141B25C9;"6.3 线段的长短比较";"/浙教新版/七年级上/第6章 图形的初步知识/6.3 线段的长短比较"
142B89E7;"第1节 几何证明";"/沪教版/八年级上/第十九章 几何证明/第1节 几何证明"
145BFEE7;"第1节 整式方程";"/沪教版/八年级下/第二十一章 代数方程/第1节 整式方程"
1472898E;"7.2.2 用坐标表示平移";"/人教新版/七年级下/第7章 平面直角坐标系/7.2 坐标方法的简单应用/7.2.2 用坐标表示平移"
147A64E6;"18.1.1-1 平行四边形的性质（1）";"/人教新版/八年级下/第18章 平行四边形/18.1 平行四边形/18.1.1 平行四边形的性质/18.1.1-1 平行四边形的性质（1）"
14A05A8E;"1.1 一元二次方程的根与系数关系";"/沪教版/九年级下/第一章 一元二次方程与二次函数/第1节 一元二次方程的根与系数关系/1.1 一元二次方程的根与系数关系"
14AD0313;77：同类二次根式;"/浙教新版/八年级下/第1章 二次根式/1.3 二次根式的运算/77：同类二次根式"
14B49766;七年级下;/北师大版/七年级下
14C46D9E;"5.1.3 同位角、内错角、同旁内角";"/人教新版/七年级下/第5章 相交线与平行线/5.1 相交线/5.1.3 同位角、内错角、同旁内角"
14F64D55;"5.4 主视图、左视图、俯视图";"/苏科新版/七年级上/第5章 走进图形世界/5.4 主视图、左视图、俯视图"
152E0DBA;"4.3-6 用一元一次方程解决问题";"/苏科新版/七年级上/第4章 一元一次方程/4.3 用一元一次方程解决问题/4.3-6 用一元一次方程解决问题"
155A2385;"13.2 随机事件发生的可能性";"/北京课改新版/八年级上/第13章 事件与可能性/13.2 随机事件发生的可能性"
157D99B5;"10.5 可化为一元一次方程的分式方程";"/沪教版/七年级上/第十章 分式/第2节 分式的运算/10.5 可化为一元一次方程的分式方程"
157FB70E;"11.5-1 用一元一次不等式解决问题";"/苏科新版/七年级下/第11章 一元一次不等式/11.5 用一元一次不等式解决问题/11.5-1 用一元一次不等式解决问题"
15A8250B;42：单项式;"/浙教新版/七年级上/第4章 代数式/4.4 整式/42：单项式"
15A8E2CA;"12.3 二次根式的加减";"/苏科新版/八年级下/第12章 二次根式/12.3 二次根式的加减"
15B6B8A5;"*4.5 相似三角形判定定理的证明";"/北师大版/九年级上/第4章 图形的相似/*4.5 相似三角形判定定理的证明"
15DA1518;"第2节 一次函数的图像与性质";"/沪教版/八年级下/第二十章 一次函数/第2节 一次函数的图像与性质"
1642136C;9D：三元一次方程组的应用;"/浙教新版/七年级下/第2章 二元一次方程组/2.5 三元一次方程组及其解法/9D：三元一次方程组的应用"
16676001;"4.3-1 用一元一次方程解决问题";"/苏科新版/七年级上/第4章 一元一次方程/4.3 用一元一次方程解决问题/4.3-1 用一元一次方程解决问题"
166C8CAD;"9.4 整式";"/沪教版/七年级上/第九章 整式/第1节 整式的概念/9.4 整式"
166D92EC;"1.3 同底数幂的除法";"/北师大版/七年级下/第1章 整式的乘除/1.3 同底数幂的除法"
1670976F;"5.4 利用轴对称进行设计";"/北师大版/七年级下/第5章 生活中的轴对称/5.4 利用轴对称进行设计"
168E9B06;"2.5-2 一次函数的应用";"/北师大版/八年级下/第2章 一元一次不等式与一元一次不等式组/2.5 一元一次不等式与一次函数/2.5-2 一次函数的应用"
16A229B5;"1.4.1-3 乘法运算律";"/人教新版/七年级上/第1章 有理数/1.4 有理数的乘除法/1.4.1 有理数的乘法/1.4.1-3 乘法运算律"
16B7C44F;"探究活动（一） 用计算器验证分数的有关运算律";"/沪教版/六年级上/第二章 分数/探究活动（一） 用计算器验证分数的有关运算律"
16ED346C;"第4章 基本平面图形";"/北师大版/七年级上/第4章 基本平面图形"
16EDA368;"1.6-2 完全平方公式(2)";"/北师大版/七年级下/第1章 整式的乘除/1.6 完全平方公式/1.6-2 完全平方公式(2)"
1700244F;"25.2-1 列举法";"/人教新版/九年级上/第25章 概率初步/25.2 用列举法求概率/25.2-1 列举法"
17077927;"3.3 比例";"/沪教版/六年级上/第三章 比和比例/第1节 比和比例/3.3 比例"
171B5BC5;"2.1 不等关系";"/北师大版/八年级下/第2章 一元一次不等式与一元一次不等式组/2.1 不等关系"
